,school-name,matched_again,match_from,school_address
2659,Saint Anselm College,"(Saint Francis College, Joralemon Street, Brooklyn Heights, Kings County, NYC, New York, 11201, United States of America, (40.6930666, -73.992202969))",Nominatum,"Saint Francis College, Joralemon Street, Brooklyn Heights, Kings County, NYC, New York, 11201, United States of America"
2660,Franklin College Switzerland,,,
2661,Brown University,"Providence, RI",Collegelist,
2662,Michigan State University,"East Lansing, MI",Collegelist,
2663,Flushing High School,"3501 UNION ST FLUSHING, NY 11354",Collegelist,
2664,"University of California, San Diego","La Jolla, CA",Collegelist,
2665,"University of California, Santa Cruz","Santa Cruz, CA",Collegelist,
2666,Torrey Pines High School,"3710 DEL MAR HEIGHTS RD SAN DIEGO, CA 92130",Collegelist,
2667,Lingnan University,"(嶺南大學 Lingnan University, 青山公路 – 嶺南段 Castle Peak Road - Lingnan, 藍地 Lam Tei, 新墟村 San Hui Tsuen, 新界 New Territories, HK, 中国, (22.41011705, 113.983277076))",Nominatum,"嶺南大學 Lingnan University, 青山公路 – 嶺南段 Castle Peak Road - Lingnan, 藍地 Lam Tei, 新墟村 San Hui Tsuen, 新界 New Territories, HK, 中国"
2668,Roger Williams University,"Cincinnati, OH",Collegelist,
2669,"University of California, Santa Barbara","Santa Barbara, CA",Collegelist,
2670,The University of Glasgow,"(University of Glasgow, University Avenue, Hillhead, Glasgow, Glasgow City, Scotland, G, United Kingdom, (55.8723241, -4.2892068568))",Nominatum,"University of Glasgow, University Avenue, Hillhead, Glasgow, Glasgow City, Scotland, G, United Kingdom"
2671,St Stephen's School,"(Saint Stephen’s School, West Cermak Road, Canalport, Chicago, Cook County, Illinois, 60623, United States of America, (41.85201335, -87.6731121583))",Nominatum,"Saint Stephen’s School, West Cermak Road, Canalport, Chicago, Cook County, Illinois, 60623, United States of America"
2672,State University of New York at Binghamton,"(State University of New York at Binghamton, East Drive, Hinman, Willow Point, Vestal Town, Broome County, New York, 13790, United States of America, (42.08737915, -75.9707145535))",Nominatum,"State University of New York at Binghamton, East Drive, Hinman, Willow Point, Vestal Town, Broome County, New York, 13790, United States of America"
2673,Chongqing University,"(Chongqing University Huxi Campus, 重庆绕城高速, 虎溪镇, 沙坪坝区 (Shapingba), 重庆市中心, 重庆市, 401331, 中国, (29.594627, 106.29416852))",Nominatum,"Chongqing University Huxi Campus, 重庆绕城高速, 虎溪镇, 沙坪坝区 (Shapingba), 重庆市中心, 重庆市, 401331, 中国"
2674,Indiana University - Kelley School of Business,"Bloomington, IN",Manual,
2675,Indiana University Robert H. McKinney School of Law,,,
2676,University of Houston Law Center,,,
2677,The University of Chicago - Booth School of Business,"(University of Chicago Booth School of Business, 25, Basinghall Street, City of London, Greater London, England, EC2V 5BQ, United Kingdom, (51.5162648, -0.0904216))",Nominatum,"University of Chicago Booth School of Business, 25, Basinghall Street, City of London, Greater London, England, EC2V 5BQ, United Kingdom"
2678,Yale University,"New Haven, CT",Collegelist,
2679,University of San Francisco,"San Francisco, CA",Collegelist,
2680,Universidad Complutense de Madrid,"(Facultad de Educación, Universidad Complutense de Madrid, s/n, Calle del Rector Royo-Villanova, Moncloa, Moncloa-Aravaca, Madrid, Área metropolitana de Madrid y Corredor del Henares, Madrid, Comunidad de Madrid, 28040, España, (40.4506776, -3.71781818621))",Nominatum,"Facultad de Educación, Universidad Complutense de Madrid, s/n, Calle del Rector Royo-Villanova, Moncloa, Moncloa-Aravaca, Madrid, Área metropolitana de Madrid y Corredor del Henares, Madrid, Comunidad de Madrid, 28040, España"
2681,Rensselaer Polytechnic Institute,"Troy, NY",Collegelist,
2682,Minnechaug Regional High School,"621 MAIN ST WILBRAHAM, MA 01095",Collegelist,
2683,Cornell University,"Ithaca, NY",Collegelist,
2684,Harvey Mudd College,"Claremont, CA",Collegelist,
2685,Syracuse University,"Syracuse, NY",Collegelist,
2686,"University of California, Santa Barbara","Santa Barbara, CA",Collegelist,
2687,Universitat Pompeu Fabra,"(Universitat Pompeu Fabra Campus de la Comunicació, 122-144, Carrer de Tànger, el Parc i la Llacuna del Poblenou, Sant Martí, Barcelona, BCN, CAT, 08018, España, (41.40390025, 2.19400237746))",Nominatum,"Universitat Pompeu Fabra Campus de la Comunicació, 122-144, Carrer de Tànger, el Parc i la Llacuna del Poblenou, Sant Martí, Barcelona, BCN, CAT, 08018, España"
2688,Harvard Business School,"(Harvard Business School, Harvard Way, Allston, Boston, Suffolk County, Massachusetts, 02163, United States of America, (42.3662654, -71.1219945))",Nominatum,"Harvard Business School, Harvard Way, Allston, Boston, Suffolk County, Massachusetts, 02163, United States of America"
2689,"University of California, Berkeley, Haas School of Business","Berkeley, CA",Manual,
2690,University of Pennsylvania,"Philadelphia, PA",Collegelist,
2691,Florida International University,"Miami, FL",Collegelist,
2692,The University of Connecticut,"Storrs, CT",Collegelist,
2693,Florida State University,"Tallahassee, FL",Collegelist,
2694,Pine View School for the Gifted,,,
2695,Tufts University,"Medford, MA",Collegelist,
2696,Trinity College-Hartford,"Bowling Green, KY",Manual,
2697,Derryfield,"(Derryfield Drive, Charlotte, Mecklenburg County, North Carolina, 28213, United States of America, (35.283024, -80.7750199))",Nominatum,"Derryfield Drive, Charlotte, Mecklenburg County, North Carolina, 28213, United States of America"
2698,Hastings College,"Hastings, NE",Collegelist,
2699,Phoenix College,"(Phoenix College, 1202, West Thomas Road, Encanto, Phoenix, Maricopa County, Arizona, 85013, United States of America, (33.4833186, -112.0887092))",Nominatum,"Phoenix College, 1202, West Thomas Road, Encanto, Phoenix, Maricopa County, Arizona, 85013, United States of America"
2700,Saint Mary's High School,"1 DIXON CIRCLE SAINT MARY'S, AK 99658",Collegelist,
2701,"Arizona State University, W. P. Carey School of Business","Tempe, AZ",Manual,
2702,Universitat de les Illes Balears,"(Universitat de les Illes Balears, km 7.5, Carretera de Valldemossa, Son Sardina, Palma, Illes Balears, 07122, 124, (39.6398698, 2.64265797871))",Nominatum,"Universitat de les Illes Balears, km 7.5, Carretera de Valldemossa, Son Sardina, Palma, Illes Balears, 07122, 124"
2703,Boston University - School of Management,"(Boston University School of Management, 595, Commonwealth Avenue, Fenway, Boston, Suffolk County, Massachusetts, 02215, United States of America, (42.3496457, -71.0997308721))",Nominatum,"Boston University School of Management, 595, Commonwealth Avenue, Fenway, Boston, Suffolk County, Massachusetts, 02215, United States of America"
2704,University of North Carolina at Chapel Hill,"St. Louis, MO",Collegelist,
2705,Bentley University,"Waltham, MA",Collegelist,
2706,Bentley University,"Waltham, MA",Collegelist,
2707,"Minnesota State University, Mankato","Mankato, MN",Collegelist,
2708,Carroll College,"Chestnut Hill, MA",Collegelist,
2709,Columbia University in the City of New York,"New York, NY",Manual,
2710,Shanghai Jiao Tong University,"(上海交通大学（闵行校区）, 元培路, 紫竹科技园区 Zizhu Science Park, 英武, 闵行区 (Minhang), 上海市, 200240, 中国, (31.02768865, 121.432210923))",Nominatum,"上海交通大学（闵行校区）, 元培路, 紫竹科技园区 Zizhu Science Park, 英武, 闵行区 (Minhang), 上海市, 200240, 中国"
2711,The University of New Mexico,"Albuquerque, NM",Collegelist,
2712,New York University,"New York, NY",Collegelist,
2713,Northeastern University,"New York, NY",Collegelist,
2714,University of Mumbai,"(University Institute of Chemical Technology (UICT), P B Sule Marg, Cooperative Housing Society, Matunga East, Mumbai, Greater Bombay, Maharashtra, 400019, India, (19.0238999, 72.8587816085))",Nominatum,"University Institute of Chemical Technology (UICT), P B Sule Marg, Cooperative Housing Society, Matunga East, Mumbai, Greater Bombay, Maharashtra, 400019, India"
2715,"University of Arizona, McGuire Center for Entrepreneurship",,,
2716,"University of Arizona, Eller College of Management","Tucson, AZ",Manual,
2717,Scottsdale Community College,"(Scottsdale Community College, East Jackrabbit Road, Tempe, Maricopa County, Arizona, 85256, United States of America, (33.51314545, -111.882721991))",Nominatum,"Scottsdale Community College, East Jackrabbit Road, Tempe, Maricopa County, Arizona, 85256, United States of America"
2718,Fountain Hills High School,"16100 EAST PALISADES BLVD FOUNTAIN HILLS, AZ 85268",Collegelist,
2719,Northeastern University,"New York, NY",Collegelist,
2720,"University of California, Berkeley","Berkeley, CA",Collegelist,
2721,"University of California, Berkeley","Berkeley, CA",Collegelist,
2722,Stanford University Graduate School of Business,"Bowling Green, KY",Manual,
2723,Dartmouth College,"Hanover, NH",Collegelist,
2724,University of Pennsylvania,"Philadelphia, PA",Collegelist,
2725,The University of Texas at Arlington,"Arlington, TX",Collegelist,
2726,Dhaka Bishwabidyalaya,,,
2727,Virginia Polytechnic Institute and State University,"(Virginia Polytechnic Institute and State University, Duckpond Drive, Blacksburg, Montgomery County, Virginia, 24060, United States of America, (37.2180504, -80.4257348664))",Nominatum,"Virginia Polytechnic Institute and State University, Duckpond Drive, Blacksburg, Montgomery County, Virginia, 24060, United States of America"
2728,Mississippi State University,"Mississippi State, MS",Collegelist,
2729,Harvard University,"Cambridge, MA",Collegelist,
2730,Fu Jen Catholic University,"(輔大, 510, 中正路, 營盤里, 營盤, 新莊區, 新北市, 24205, 臺灣, (25.0353489, 121.432548096))",Nominatum,"輔大, 510, 中正路, 營盤里, 營盤, 新莊區, 新北市, 24205, 臺灣"
2731,University of San Francisco,"San Francisco, CA",Collegelist,
2732,Shandong University,"(山东大学, 北环海路, 威海市, 威海市 / Weihai, 山东省, 中国, (37.53231415, 122.054519899))",Nominatum,"山东大学, 北环海路, 威海市, 威海市 / Weihai, 山东省, 中国"
2733,University of Wisconsin-Madison,"Madison, WI",Collegelist,
2734,Mount Carmel High School,"201 NORTH PEAR ST MOUNT CARMEL, IL 62863",Collegelist,
2735,Northeastern University,"New York, NY",Collegelist,
2736,"University of California, Santa Cruz","Santa Cruz, CA",Collegelist,
2737,Point Park University,"Pittsburgh, PA",Collegelist,
2738,Bucknell University,"Lewisburg, PA",Collegelist,
2739,Chapman University,"Orange, CA",Collegelist,
2740,Harbor High School,"300 LA FONDA AVE SANTA CRUZ, CA 95062",Collegelist,
2741,University of Arizona,"Tucson, AZ",Collegelist,
2742,University of Arizona,"Tucson, AZ",Collegelist,
2743,California State University-Long Beach,"Long Beach, CA",Collegelist,
2744,Long Beach City College,"(Long Beach City College, Clark Avenue, Los Altos, Long Beach, Los Angeles County, California, 90712, United States of America, (33.82572045, -118.134297735))",Nominatum,"Long Beach City College, Clark Avenue, Los Altos, Long Beach, Los Angeles County, California, 90712, United States of America"
2745,,,,
2746,Providence College,"Providence, RI",Collegelist,
2747,Stellenbosch University/Universiteit Stellenbosch,"(Stellenbosch University, Health Sciences Faculty, Stellenbosch University Health Sciences Faculty, Cape Town Ward 10, Cape Town Subcouncil 6, Bellville, City of Cape Town, Western Cape, 7493, South Africa, (-33.9077456, 18.6136155557))",Nominatum,"Stellenbosch University, Health Sciences Faculty, Stellenbosch University Health Sciences Faculty, Cape Town Ward 10, Cape Town Subcouncil 6, Bellville, City of Cape Town, Western Cape, 7493, South Africa"
2748,Savannah College of Art and Design,"(Savannah College of Art and Design, Bull Street, Robert M Hitch Village, Savannah, Chatham County, Georgia, 31401, United States of America, (32.073, -81.094))",Nominatum,"Savannah College of Art and Design, Bull Street, Robert M Hitch Village, Savannah, Chatham County, Georgia, 31401, United States of America"
2749,Rutgers University-New Brunswick,,,
2750,Monash University,"(Monash University, Queens Avenue, Caulfield East, City of Glen Eira, Greater Melbourne, Victoria, 3163, Australia, (-37.8774134, 145.044982494))",Nominatum,"Monash University, Queens Avenue, Caulfield East, City of Glen Eira, Greater Melbourne, Victoria, 3163, Australia"
2751,University of Michigan,"Dearborn, MI",Collegelist,
2752,Suffolk University - Sawyer School of Management,"Boston, MA",Manual,
2753,Radiant Yoga School,,,
2754,Miami Dade College,"Miami, FL",Collegelist,
2755,Miami Dade College,"Miami, FL",Collegelist,
2756,Universidade de Taubaté,,,
2757,The Catholic University of America,"Washington, DC",Collegelist,
2758,University of Virginia - Darden Graduate School of Business Administration,"Charlottesville, VA",Manual,
2759,University of Virginia,"Charlottesville, VA",Collegelist,
2760,State University of New York College at Oswego,"Oswego, NY",Manual,
2761,"University of Massachusetts, Amherst","Amherst, MA",Collegelist,
2762,Universidad Antonio de Nebrija,"(Universidad de Cuenca, Daniel Córdova, Cuenca, Provincia del Azuay, 010201, Ecuador, (-2.90134455, -79.01008844))",Nominatum,"Universidad de Cuenca, Daniel Córdova, Cuenca, Provincia del Azuay, 010201, Ecuador"
2763,Swampscott High School,"200 ESSEX ST SWAMPSCOTT, MA 01907",Collegelist,
2764,Stanford University,"Bowling Green, KY",Collegelist,
2765,Cambridge Rindge & Latin School,"459 BROADWAY AVE CAMBRIDGE, MA 02138",Collegelist,
2766,Massachusetts Institute of Technology,"Cambridge, MA",Collegelist,
2767,Dalian University of Foreign Languages,"(大连外国语学院 中山校区, 南山隧道, 中山区, 大连市, 甘井子区 / Ganjingzi, 大连市 / Liaoyuan, 辽宁省, 116001, 中国, (38.910096, 121.640532625))",Nominatum,"大连外国语学院 中山校区, 南山隧道, 中山区, 大连市, 甘井子区 / Ganjingzi, 大连市 / Liaoyuan, 辽宁省, 116001, 中国"
2768,University of Florida,"Gainesville, FL",Collegelist,
2769,Pennsylvania State University,"(The Pennsylvania State University, McKean Road, State College, Centre County, penna, 16801, United States of America, (40.8034479, -77.8590998556))",Nominatum,"The Pennsylvania State University, McKean Road, State College, Centre County, penna, 16801, United States of America"
2770,Universidad Complutense de Madrid,"(Facultad de Educación, Universidad Complutense de Madrid, s/n, Calle del Rector Royo-Villanova, Moncloa, Moncloa-Aravaca, Madrid, Área metropolitana de Madrid y Corredor del Henares, Madrid, Comunidad de Madrid, 28040, España, (40.4506776, -3.71781818621))",Nominatum,"Facultad de Educación, Universidad Complutense de Madrid, s/n, Calle del Rector Royo-Villanova, Moncloa, Moncloa-Aravaca, Madrid, Área metropolitana de Madrid y Corredor del Henares, Madrid, Comunidad de Madrid, 28040, España"
